"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.8.117","66.22.238.13","UDP","1231","59318  >  50003 Len=1189"
"2","0.000073","192.168.8.117","66.22.238.13","UDP","1231","59318  >  50003 Len=1189"
"3","0.000110","192.168.8.117","66.22.238.13","UDP","1231","59318  >  50003 Len=1189"
"4","0.000130","192.168.8.117","66.22.238.13","UDP","1231","59318  >  50003 Len=1189"
"5","0.000148","192.168.8.117","66.22.238.13","UDP","1231","59318  >  50003 Len=1189"
"6","0.000167","192.168.8.117","66.22.238.13","UDP","1232","59318  >  50003 Len=1190"
"7","0.004347","66.22.238.13","192.168.8.117","UDP","106","50003  >  59318 Len=64"
"8","0.005419","66.22.238.4","192.168.8.117","UDP","304","50020  >  57430 Len=262"
"9","0.005920","192.168.8.117","66.22.238.13","UDP","1232","59318  >  50003 Len=1190"
"10","0.024362","66.22.238.4","192.168.8.117","UDP","355","50020  >  57430 Len=313"
"11","0.036135","192.168.8.117","66.22.238.13","UDP","1053","59318  >  50003 Len=1011"
"12","0.036203","192.168.8.117","66.22.238.13","UDP","1053","59318  >  50003 Len=1011"
"13","0.036226","192.168.8.117","66.22.238.13","UDP","1054","59318  >  50003 Len=1012"
"14","0.041434","66.22.238.4","192.168.8.117","UDP","341","50020  >  57430 Len=299"
"15","0.062578","192.168.8.113","224.0.0.251","MDNS","259","Standard query 0x0000 ANY LG webOS TV 09D5._hap._tcp.local, ""QM"" question ANY [LG] webOS TV UP77006LB._airplay._tcp.local, ""QM"" question ANY LGwebOSTV.local, ""QM"" question SRV 0 0 44103 LGwebOSTV.local SRV 0 0 7000 LGwebOSTV.local A 192.168.8.113 AAAA fe80::de03:98ff:fea8:2364 AAAA fd62:aef7:3066:9900:de03:98ff:fea8:2364"
"16","0.062578","fe80::de03:98ff:fea8:2364","ff02::fb","MDNS","279","Standard query 0x0000 ANY LG webOS TV 09D5._hap._tcp.local, ""QM"" question ANY [LG] webOS TV UP77006LB._airplay._tcp.local, ""QM"" question ANY LGwebOSTV.local, ""QM"" question SRV 0 0 44103 LGwebOSTV.local SRV 0 0 7000 LGwebOSTV.local A 192.168.8.113 AAAA fe80::de03:98ff:fea8:2364 AAAA fd62:aef7:3066:9900:de03:98ff:fea8:2364"
"17","0.062578","192.168.8.113","224.0.0.251","MDNS","85","Standard query response 0x0000 A, cache flush 192.168.8.113"
"18","0.064956","192.168.8.117","66.22.238.13","UDP","796","59318  >  50003 Len=754"
"19","0.065020","192.168.8.117","66.22.238.13","UDP","796","59318  >  50003 Len=754"
"20","0.066416","142.251.209.46","192.168.8.117","UDP","68","443  >  59845 Len=26"
"21","0.075009","66.22.238.4","192.168.8.117","UDP","252","50020  >  57430 Len=210"
"22","0.081363","66.22.238.4","192.168.8.117","UDP","338","50020  >  57430 Len=296"
"23","0.099528","192.168.8.117","66.22.238.13","UDP","995","59318  >  50003 Len=953"
"24","0.110553","66.22.238.4","192.168.8.117","UDP","333","50020  >  57430 Len=291"
"25","0.118030","66.22.238.13","192.168.8.117","UDP","106","50003  >  59318 Len=64"
"26","0.132924","66.22.238.4","192.168.8.117","UDP","325","50020  >  57430 Len=283"
"27","0.133061","192.168.8.117","66.22.238.13","UDP","868","59318  >  50003 Len=826"
"28","0.151002","LGInnote_a8:23:64","Broadcast","ARP","42","Who has 192.168.8.129? Tell 192.168.8.113"
"29","0.156711","66.22.238.4","192.168.8.117","UDP","325","50020  >  57430 Len=283"
"30","0.167130","192.168.8.117","66.22.238.13","UDP","712","59318  >  50003 Len=670"
"31","0.168035","192.168.8.117","66.22.238.13","RTCP","102","Sender Report   "
"32","0.173294","66.22.238.4","192.168.8.117","UDP","316","50020  >  57430 Len=274"
"33","0.189887","66.22.238.4","192.168.8.117","UDP","298","50020  >  57430 Len=256"
"34","0.199105","192.168.8.113","224.0.0.251","MDNS","321","Standard query response 0x0000 PTR, cache flush LGwebOSTV.local PTR, cache flush LGwebOSTV.local PTR, cache flush LGwebOSTV.local NSEC, cache flush 113.8.168.192.in-addr.arpa NSEC, cache flush 4.6.3.2.8.A.E.F.F.F.8.9.3.0.E.D.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 4.6.3.2.8.A.E.F.F.F.8.9.3.0.E.D.0.0.9.9.6.6.0.3.7.F.E.A.2.6.D.F.ip6.arpa"
"35","0.199119","192.168.8.117","66.22.238.13","UDP","665","59318  >  50003 Len=623"
"36","0.199967","fe80::de03:98ff:fea8:2364","ff02::fb","MDNS","341","Standard query response 0x0000 PTR, cache flush LGwebOSTV.local PTR, cache flush LGwebOSTV.local PTR, cache flush LGwebOSTV.local NSEC, cache flush 113.8.168.192.in-addr.arpa NSEC, cache flush 4.6.3.2.8.A.E.F.F.F.8.9.3.0.E.D.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 4.6.3.2.8.A.E.F.F.F.8.9.3.0.E.D.0.0.9.9.6.6.0.3.7.F.E.A.2.6.D.F.ip6.arpa"
"37","0.204318","66.22.238.4","192.168.8.117","UDP","266","50020  >  57430 Len=224"
"38","0.219888","66.22.238.13","192.168.8.117","UDP","90","50003  >  59318 Len=48"
"39","0.227720","66.22.238.4","192.168.8.117","UDP","290","50020  >  57430 Len=248"
"40","0.232076","192.168.8.117","66.22.238.13","UDP","520","59318  >  50003 Len=478"
"41","0.249113","66.22.238.4","192.168.8.117","UDP","243","50020  >  57430 Len=201"
"42","0.266142","192.168.8.117","66.22.238.13","UDP","506","59318  >  50003 Len=464"
"43","0.266273","66.22.238.4","192.168.8.117","UDP","276","50020  >  57430 Len=234"
"44","0.281393","66.22.238.4","192.168.8.117","UDP","308","50020  >  57430 Len=266"
"45","0.299282","192.168.8.117","66.22.238.13","UDP","1040","59318  >  50003 Len=998"
"46","0.299441","192.168.8.117","66.22.238.13","UDP","1040","59318  >  50003 Len=998"
"47","0.299513","192.168.8.117","66.22.238.13","UDP","1041","59318  >  50003 Len=999"
"48","0.299578","192.168.8.117","66.22.238.13","UDP","1041","59318  >  50003 Len=999"
"49","0.306117","66.22.238.4","192.168.8.117","UDP","85","50020  >  57430 Len=43"
"50","0.315660","192.168.8.113","224.0.0.251","MDNS","885","Standard query response 0x0000 TXT, cache flush PTR _hap._tcp.local PTR LG webOS TV 09D5._hap._tcp.local SRV, cache flush 0 0 44103 LGwebOSTV.local TXT, cache flush PTR _airplay._tcp.local PTR [LG] webOS TV UP77006LB._airplay._tcp.local SRV, cache flush 0 0 7000 LGwebOSTV.local A, cache flush 192.168.8.113 AAAA, cache flush fe80::de03:98ff:fea8:2364 AAAA, cache flush fd62:aef7:3066:9900:de03:98ff:fea8:2364 NSEC, cache flush LG webOS TV 09D5._hap._tcp.local NSEC, cache flush [LG] webOS TV UP77006LB._airplay._tcp.local NSEC, cache flush LGwebOSTV.local"
"51","0.315660","fe80::de03:98ff:fea8:2364","ff02::fb","MDNS","905","Standard query response 0x0000 TXT, cache flush PTR _hap._tcp.local PTR LG webOS TV 09D5._hap._tcp.local SRV, cache flush 0 0 44103 LGwebOSTV.local TXT, cache flush PTR _airplay._tcp.local PTR [LG] webOS TV UP77006LB._airplay._tcp.local SRV, cache flush 0 0 7000 LGwebOSTV.local A, cache flush 192.168.8.113 AAAA, cache flush fe80::de03:98ff:fea8:2364 AAAA, cache flush fd62:aef7:3066:9900:de03:98ff:fea8:2364 NSEC, cache flush LG webOS TV 09D5._hap._tcp.local NSEC, cache flush [LG] webOS TV UP77006LB._airplay._tcp.local NSEC, cache flush LGwebOSTV.local"
"52","0.326342","66.22.238.4","192.168.8.117","UDP","85","50020  >  57430 Len=43"
"53","0.328503","66.22.238.13","192.168.8.117","UDP","90","50003  >  59318 Len=48"
"54","0.333606","192.168.8.117","66.22.238.13","UDP","825","59318  >  50003 Len=783"
"55","0.333684","192.168.8.117","66.22.238.13","UDP","825","59318  >  50003 Len=783"
"56","0.342340","66.22.238.4","192.168.8.117","UDP","85","50020  >  57430 Len=43"
"57","0.385832","66.22.238.4","192.168.8.117","UDP","85","50020  >  57430 Len=43"
"58","0.386799","192.168.8.117","66.22.238.13","UDP","920","59318  >  50003 Len=878"
"59","0.388251","66.22.238.4","192.168.8.117","UDP","85","50020  >  57430 Len=43"
"60","0.401858","192.168.8.117","66.22.238.13","UDP","699","59318  >  50003 Len=657"
"61","0.408937","66.22.238.4","192.168.8.117","UDP","85","50020  >  57430 Len=43"
"62","0.424613","66.22.238.4","192.168.8.117","UDP","85","50020  >  57430 Len=43"
"63","0.435037","192.168.8.117","66.22.238.13","UDP","556","59318  >  50003 Len=514"
"64","0.440634","66.22.238.4","192.168.8.117","UDP","85","50020  >  57430 Len=43"
"65","0.446405","66.22.238.13","192.168.8.117","UDP","94","50003  >  59318 Len=52"
"66","0.462954","66.22.238.4","192.168.8.117","UDP","85","50020  >  57430 Len=43"
"67","0.466817","192.168.8.117","66.22.238.13","UDP","638","59318  >  50003 Len=596"
"68","0.488988","66.22.238.4","192.168.8.117","UDP","85","50020  >  57430 Len=43"
"69","0.498161","192.168.8.117","66.22.238.13","UDP","531","59318  >  50003 Len=489"
"70","0.531114","192.168.8.117","66.22.238.13","UDP","510","59318  >  50003 Len=468"
"71","0.568842","192.168.8.117","66.22.238.13","UDP","505","59318  >  50003 Len=463"
"72","0.574374","66.22.238.13","192.168.8.117","UDP","90","50003  >  59318 Len=48"
"73","0.602595","192.168.8.117","66.22.238.13","UDP","505","59318  >  50003 Len=463"
"74","0.624401","192.168.8.117","66.22.238.13","RTCP","118","Sender Report   "
"75","0.635462","192.168.8.117","66.22.238.13","UDP","505","59318  >  50003 Len=463"
"76","0.648355","66.22.238.13","192.168.8.117","RTCP","110","Payload-specific Feedback   ALFB  "
"77","0.648355","66.22.238.13","192.168.8.117","RTCP","94","Receiver Report   "
"78","0.648355","66.22.238.13","192.168.8.117","RTCP","94","Receiver Report   "
"79","0.667758","192.168.8.117","66.22.238.13","UDP","505","59318  >  50003 Len=463"
"80","0.689446","66.22.238.13","192.168.8.117","UDP","90","50003  >  59318 Len=48"
"81","0.700334","192.168.8.117","66.22.238.13","UDP","505","59318  >  50003 Len=463"
"82","0.734242","192.168.8.117","66.22.238.13","UDP","505","59318  >  50003 Len=463"
"83","0.766333","192.168.8.117","66.22.238.13","UDP","505","59318  >  50003 Len=463"
"84","0.795999","66.22.238.13","192.168.8.117","UDP","90","50003  >  59318 Len=48"
"85","0.798146","192.168.8.117","66.22.238.13","UDP","505","59318  >  50003 Len=463"
"86","0.825474","192.168.8.117","151.29.122.25","HTTP","480","GET /filestreamingservice/files/ef5f792e-9df7-4748-accf-02ec33a4a2c4?P1=1666216923&P2=404&P3=2&P4=fa%2fGj3Kvt9yTJgf5jtHFrB9dJ2KJhc1UxPGngVmGutVA8VaqnEpFsgWMb738PkQa2jORXtlDU77UAVSCrrs0mQ%3d%3d HTTP/1.1 "
"87","0.826682","192.168.8.117","66.22.238.13","UDP","507","59318  >  50003 Len=465"
"88","0.832747","192.168.8.117","66.22.238.13","UDP","505","59318  >  50003 Len=463"
"89","0.837883","192.168.8.117","66.22.238.13","UDP","314","59318  >  50003 Len=272"
"90","0.843489","192.168.8.117","66.22.238.13","UDP","507","59318  >  50003 Len=465"
"91","0.848590","192.168.8.117","66.22.238.13","UDP","314","59318  >  50003 Len=272"
"92","0.854527","192.168.8.117","66.22.238.13","UDP","507","59318  >  50003 Len=465"
"93","0.860570","192.168.8.117","66.22.238.13","UDP","314","59318  >  50003 Len=272"
"94","0.865622","151.29.122.25","192.168.8.117","TCP","54","80  >  49548 [ACK] Seq=1 Ack=427 Win=501 Len=0"
"95","0.865985","192.168.8.117","66.22.238.13","UDP","507","59318  >  50003 Len=465"
"96","0.868122","151.29.122.25","192.168.8.117","TCP","1394","80  >  49548 [ACK] Seq=1 Ack=427 Win=501 Len=1340 [TCP segment of a reassembled PDU]"
"97","0.868122","151.29.122.25","192.168.8.117","HTTP","308","HTTP/1.1 206 Partial Content  (application/x-chrome-extension)"
"98","0.868144","192.168.8.117","151.29.122.25","TCP","54","49548  >  80 [ACK] Seq=427 Ack=1595 Win=512 Len=0"
"99","0.870997","192.168.8.117","66.22.238.13","UDP","1205","59318  >  50003 Len=1163"
"100","0.871077","192.168.8.117","66.22.238.13","UDP","1205","59318  >  50003 Len=1163"
"101","0.871103","192.168.8.117","66.22.238.13","UDP","1205","59318  >  50003 Len=1163"
"102","0.871135","192.168.8.117","66.22.238.13","UDP","1205","59318  >  50003 Len=1163"
"103","0.871153","192.168.8.117","66.22.238.13","UDP","1205","59318  >  50003 Len=1163"
"104","0.875945","192.168.8.117","66.22.238.13","UDP","1205","59318  >  50003 Len=1163"
"105","0.876060","192.168.8.117","66.22.238.13","UDP","1205","59318  >  50003 Len=1163"
"106","0.876119","192.168.8.117","66.22.238.13","UDP","1205","59318  >  50003 Len=1163"
"107","0.876153","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"108","0.881039","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"109","0.881124","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"110","0.881157","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"111","0.881177","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"112","0.886304","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"113","0.886383","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"114","0.887676","66.22.238.4","192.168.8.117","RTCP","94","Receiver Report   "
"115","0.902944","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"116","0.903037","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"117","0.903071","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"118","0.903096","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"119","0.903114","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"120","0.903132","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"121","0.904760","66.22.238.13","192.168.8.117","UDP","94","50003  >  59318 Len=52"
"122","0.908055","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"123","0.908133","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"124","0.908155","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"125","0.908182","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"126","0.913017","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"127","0.913135","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"128","0.913162","192.168.8.117","66.22.238.13","UDP","1183","59318  >  50003 Len=1141"
"129","0.913182","192.168.8.117","66.22.238.13","UDP","1183","59318  >  50003 Len=1141"
"130","0.918162","192.168.8.117","66.22.238.13","UDP","1183","59318  >  50003 Len=1141"
"131","0.934396","192.168.8.117","66.22.238.13","UDP","1246","59318  >  50003 Len=1204"
"132","0.934472","192.168.8.117","66.22.238.13","UDP","1246","59318  >  50003 Len=1204"
"133","0.934492","192.168.8.117","66.22.238.13","UDP","1247","59318  >  50003 Len=1205"
"134","0.934511","192.168.8.117","66.22.238.13","UDP","1247","59318  >  50003 Len=1205"
"135","0.934536","192.168.8.117","66.22.238.13","UDP","1247","59318  >  50003 Len=1205"
"136","0.939676","192.168.8.117","66.22.238.13","UDP","1247","59318  >  50003 Len=1205"
"137","0.939753","192.168.8.117","66.22.238.13","UDP","1247","59318  >  50003 Len=1205"
"138","0.939774","192.168.8.117","66.22.238.13","UDP","1247","59318  >  50003 Len=1205"
"139","0.939793","192.168.8.117","66.22.238.13","UDP","1247","59318  >  50003 Len=1205"
"140","0.945665","192.168.8.117","66.22.238.13","UDP","1247","59318  >  50003 Len=1205"
"141","0.945768","192.168.8.117","66.22.238.13","UDP","1247","59318  >  50003 Len=1205"
"142","0.945818","192.168.8.117","66.22.238.13","UDP","1247","59318  >  50003 Len=1205"
"143","0.945866","192.168.8.117","66.22.238.13","UDP","1247","59318  >  50003 Len=1205"
"144","0.945888","192.168.8.117","66.22.238.13","UDP","1247","59318  >  50003 Len=1205"
"145","0.968139","192.168.8.117","66.22.238.13","UDP","1205","59318  >  50003 Len=1163"
"146","0.968198","192.168.8.117","66.22.238.13","UDP","1205","59318  >  50003 Len=1163"
"147","0.968219","192.168.8.117","66.22.238.13","UDP","1205","59318  >  50003 Len=1163"
"148","0.968237","192.168.8.117","66.22.238.13","UDP","1205","59318  >  50003 Len=1163"
"149","0.968255","192.168.8.117","66.22.238.13","UDP","1205","59318  >  50003 Len=1163"
"150","0.973989","192.168.8.117","66.22.238.13","UDP","1205","59318  >  50003 Len=1163"
"151","0.974067","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"152","0.974089","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"153","0.974125","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"154","0.974162","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"155","0.979085","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"156","0.979139","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"157","0.979162","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"158","0.979180","192.168.8.117","66.22.238.13","UDP","1206","59318  >  50003 Len=1164"
"159","1.002132","192.168.8.117","66.22.238.13","UDP","1194","59318  >  50003 Len=1152"
"160","1.002228","192.168.8.117","66.22.238.13","UDP","1194","59318  >  50003 Len=1152"
"161","1.002269","192.168.8.117","66.22.238.13","UDP","1194","59318  >  50003 Len=1152"
"162","1.002288","192.168.8.117","66.22.238.13","UDP","1194","59318  >  50003 Len=1152"
"163","1.002306","192.168.8.117","66.22.238.13","UDP","1194","59318  >  50003 Len=1152"
"164","1.007219","192.168.8.117","66.22.238.13","UDP","1194","59318  >  50003 Len=1152"
"165","1.007297","192.168.8.117","66.22.238.13","UDP","1194","59318  >  50003 Len=1152"
"166","1.007318","192.168.8.117","66.22.238.13","UDP","1194","59318  >  50003 Len=1152"
"167","1.007345","192.168.8.117","66.22.238.13","UDP","1194","59318  >  50003 Len=1152"
"168","1.013073","192.168.8.117","66.22.238.13","UDP","1195","59318  >  50003 Len=1153"
"169","1.013177","192.168.8.117","66.22.238.13","UDP","1195","59318  >  50003 Len=1153"
"170","1.013206","192.168.8.117","66.22.238.13","UDP","1195","59318  >  50003 Len=1153"
"171","1.013225","192.168.8.117","66.22.238.13","UDP","1195","59318  >  50003 Len=1153"
"172","1.013243","192.168.8.117","66.22.238.13","UDP","1195","59318  >  50003 Len=1153"
"173","1.034246","192.168.8.117","66.22.238.13","UDP","1249","59318  >  50003 Len=1207"
"174","1.034359","192.168.8.117","66.22.238.13","UDP","1249","59318  >  50003 Len=1207"
"175","1.034402","192.168.8.117","66.22.238.13","UDP","1249","59318  >  50003 Len=1207"
"176","1.034422","192.168.8.117","66.22.238.13","UDP","1249","59318  >  50003 Len=1207"
"177","1.034439","192.168.8.117","66.22.238.13","UDP","1249","59318  >  50003 Len=1207"
"178","1.039224","192.168.8.117","66.22.238.13","UDP","1249","59318  >  50003 Len=1207"
"179","1.039271","192.168.8.117","66.22.238.13","UDP","1249","59318  >  50003 Len=1207"
"180","1.039291","192.168.8.117","66.22.238.13","UDP","1249","59318  >  50003 Len=1207"
"181","1.039314","192.168.8.117","66.22.238.13","UDP","1249","59318  >  50003 Len=1207"
"182","1.045306","192.168.8.117","66.22.238.13","UDP","1249","59318  >  50003 Len=1207"
"183","1.045409","192.168.8.117","66.22.238.13","UDP","1250","59318  >  50003 Len=1208"
"184","1.045432","192.168.8.117","66.22.238.13","UDP","1250","59318  >  50003 Len=1208"
"185","1.045452","192.168.8.117","66.22.238.13","UDP","1250","59318  >  50003 Len=1208"
"186","1.053115","66.22.238.13","192.168.8.117","UDP","134","50003  >  59318 Len=92"
"187","1.066888","192.168.8.117","66.22.238.13","UDP","1221","59318  >  50003 Len=1179"
"188","1.066993","192.168.8.117","66.22.238.13","UDP","1221","59318  >  50003 Len=1179"
"189","1.067051","192.168.8.117","66.22.238.13","UDP","1221","59318  >  50003 Len=1179"
"190","1.067086","192.168.8.117","66.22.238.13","UDP","1221","59318  >  50003 Len=1179"
"191","1.067125","192.168.8.117","66.22.238.13","UDP","1221","59318  >  50003 Len=1179"
"192","1.072926","192.168.8.117","66.22.238.13","UDP","1221","59318  >  50003 Len=1179"
"193","1.073005","192.168.8.117","66.22.238.13","UDP","1222","59318  >  50003 Len=1180"
"194","1.073039","192.168.8.117","66.22.238.13","UDP","1222","59318  >  50003 Len=1180"
"195","1.073063","192.168.8.117","66.22.238.13","UDP","1222","59318  >  50003 Len=1180"
"196","1.073098","192.168.8.117","66.22.238.13","UDP","1222","59318  >  50003 Len=1180"
"197","1.077919","192.168.8.117","66.22.238.13","UDP","1222","59318  >  50003 Len=1180"
"198","1.077997","192.168.8.117","66.22.238.13","UDP","1222","59318  >  50003 Len=1180"
"199","1.078024","192.168.8.117","66.22.238.13","UDP","1222","59318  >  50003 Len=1180"
"200","1.104140","192.168.8.117","66.22.238.13","UDP","1211","59318  >  50003 Len=1169"
"201","1.104247","192.168.8.117","66.22.238.13","UDP","1211","59318  >  50003 Len=1169"
"202","1.104286","192.168.8.117","66.22.238.13","UDP","1212","59318  >  50003 Len=1170"
"203","1.104305","192.168.8.117","66.22.238.13","UDP","1212","59318  >  50003 Len=1170"
"204","1.104324","192.168.8.117","66.22.238.13","UDP","1212","59318  >  50003 Len=1170"
"205","1.104341","192.168.8.117","66.22.238.13","UDP","1212","59318  >  50003 Len=1170"
"206","1.109232","192.168.8.117","66.22.238.13","UDP","1212","59318  >  50003 Len=1170"
"207","1.109322","192.168.8.117","66.22.238.13","UDP","1212","59318  >  50003 Len=1170"
"208","1.109343","192.168.8.117","66.22.238.13","UDP","1212","59318  >  50003 Len=1170"
"209","1.109361","192.168.8.117","66.22.238.13","UDP","1212","59318  >  50003 Len=1170"
"210","1.114272","192.168.8.117","66.22.238.13","UDP","1212","59318  >  50003 Len=1170"
"211","1.114378","192.168.8.117","66.22.238.13","UDP","1212","59318  >  50003 Len=1170"
"212","1.114418","192.168.8.117","66.22.238.13","UDP","1212","59318  >  50003 Len=1170"
"213","1.136417","192.168.8.117","66.22.238.13","UDP","1173","59318  >  50003 Len=1131"
"214","1.136503","192.168.8.117","66.22.238.13","UDP","1173","59318  >  50003 Len=1131"
"215","1.136536","192.168.8.117","66.22.238.13","UDP","1173","59318  >  50003 Len=1131"
"216","1.136556","192.168.8.117","66.22.238.13","UDP","1173","59318  >  50003 Len=1131"
"217","1.136575","192.168.8.117","66.22.238.13","UDP","1173","59318  >  50003 Len=1131"
"218","1.142268","192.168.8.117","66.22.238.13","UDP","1174","59318  >  50003 Len=1132"
"219","1.142342","192.168.8.117","66.22.238.13","UDP","1174","59318  >  50003 Len=1132"
"220","1.142363","192.168.8.117","66.22.238.13","UDP","1174","59318  >  50003 Len=1132"
"221","1.142382","192.168.8.117","66.22.238.13","UDP","1174","59318  >  50003 Len=1132"
"222","1.142407","192.168.8.117","66.22.238.13","UDP","1174","59318  >  50003 Len=1132"
"223","1.147234","192.168.8.117","66.22.238.13","UDP","1174","59318  >  50003 Len=1132"
"224","1.147372","192.168.8.117","66.22.238.13","UDP","1174","59318  >  50003 Len=1132"
"225","1.147406","192.168.8.117","66.22.238.13","UDP","1174","59318  >  50003 Len=1132"
"226","1.151479","LGInnote_a8:23:64","Broadcast","ARP","42","Who has 192.168.8.129? Tell 192.168.8.113"
"227","1.153613","LGInnote_a8:23:64","Broadcast","ARP","42","Who has 192.168.8.112? Tell 192.168.8.113"
"228","1.159562","66.22.238.13","192.168.8.117","UDP","126","50003  >  59318 Len=84"
"229","1.168328","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"230","1.168456","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"231","1.168494","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"232","1.168518","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"233","1.168536","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"234","1.168554","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"235","1.174243","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"236","1.174346","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"237","1.174385","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"238","1.174419","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"239","1.174436","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"240","1.179290","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"241","1.201796","192.168.8.117","66.22.238.13","UDP","1232","59318  >  50003 Len=1190"
"242","1.201916","192.168.8.117","66.22.238.13","UDP","1232","59318  >  50003 Len=1190"
"243","1.201939","192.168.8.117","66.22.238.13","UDP","1232","59318  >  50003 Len=1190"
"244","1.201965","192.168.8.117","66.22.238.13","UDP","1232","59318  >  50003 Len=1190"
"245","1.201984","192.168.8.117","66.22.238.13","UDP","1232","59318  >  50003 Len=1190"
"246","1.202002","192.168.8.117","66.22.238.13","UDP","1232","59318  >  50003 Len=1190"
"247","1.207805","192.168.8.117","66.22.238.13","UDP","1232","59318  >  50003 Len=1190"
"248","1.207890","192.168.8.117","66.22.238.13","UDP","1233","59318  >  50003 Len=1191"
"249","1.207930","192.168.8.117","66.22.238.13","UDP","1233","59318  >  50003 Len=1191"
"250","1.207949","192.168.8.117","66.22.238.13","UDP","1233","59318  >  50003 Len=1191"
"251","1.207967","192.168.8.117","66.22.238.13","UDP","1233","59318  >  50003 Len=1191"
"252","1.234055","192.168.8.117","66.22.238.13","UDP","1159","59318  >  50003 Len=1117"
"253","1.234156","192.168.8.117","66.22.238.13","UDP","1159","59318  >  50003 Len=1117"
"254","1.234189","192.168.8.117","66.22.238.13","UDP","1159","59318  >  50003 Len=1117"
"255","1.234209","192.168.8.117","66.22.238.13","UDP","1159","59318  >  50003 Len=1117"
"256","1.234228","192.168.8.117","66.22.238.13","UDP","1159","59318  >  50003 Len=1117"
"257","1.239335","192.168.8.117","66.22.238.13","UDP","1159","59318  >  50003 Len=1117"
"258","1.239421","192.168.8.117","66.22.238.13","UDP","1159","59318  >  50003 Len=1117"
"259","1.239456","192.168.8.117","66.22.238.13","UDP","1159","59318  >  50003 Len=1117"
"260","1.239477","192.168.8.117","66.22.238.13","UDP","1160","59318  >  50003 Len=1118"
"261","1.245461","192.168.8.117","66.22.238.13","UDP","1160","59318  >  50003 Len=1118"
"262","1.245545","192.168.8.117","66.22.238.13","UDP","1160","59318  >  50003 Len=1118"
"263","1.260341","192.168.8.117","66.22.238.13","RTCP","118","Sender Report   Port Mapping   "
"264","1.266336","192.168.8.117","66.22.238.13","UDP","1180","59318  >  50003 Len=1138"
"265","1.266472","192.168.8.117","66.22.238.13","UDP","1180","59318  >  50003 Len=1138"
"266","1.266495","192.168.8.117","66.22.238.13","UDP","1180","59318  >  50003 Len=1138"
"267","1.266514","192.168.8.117","66.22.238.13","UDP","1180","59318  >  50003 Len=1138"
"268","1.266547","192.168.8.117","66.22.238.13","UDP","1180","59318  >  50003 Len=1138"
