"No.","Time","Source","Destination","Protocol","Length","Info"
"1495","4.658030","66.22.238.4","192.168.8.117","UDP","324","50020  >  57430 Len=282"
"1496","4.667593","192.168.8.117","66.22.238.13","UDP","1209","59318  >  50003 Len=1167"
"1497","4.667687","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"1498","4.667713","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"1499","4.667732","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"1500","4.667750","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"1501","4.672694","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"1502","4.672750","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"1503","4.672772","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"1504","4.672807","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"1505","4.672825","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"1506","4.677945","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"1507","4.678025","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"1508","4.678047","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"1509","4.678074","192.168.8.117","66.22.238.13","UDP","1210","59318  >  50003 Len=1168"
"1510","4.693303","66.22.238.4","192.168.8.117","UDP","328","50020  >  57430 Len=286"
"1511","4.693303","66.22.238.13","192.168.8.117","UDP","134","50003  >  59318 Len=92"
"1512","4.700932","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"1513","4.700987","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1514","4.701046","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1515","4.701090","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1516","4.701117","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1517","4.707052","192.168.8.117","66.22.238.13","RTCP","102","Sender Report   "
"1518","4.707152","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1519","4.707187","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1520","4.707210","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1521","4.707229","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1522","4.707248","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1523","4.713022","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1524","4.713145","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1525","4.713170","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1526","4.713189","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1527","4.722209","66.22.238.13","192.168.8.117","RTCP","110","Payload-specific Feedback   ALFB  "
"1528","4.722209","66.22.238.13","192.168.8.117","RTCP","94","Receiver Report   "
"1529","4.722209","66.22.238.13","192.168.8.117","RTCP","94","Receiver Report   "
"1530","4.723262","66.22.238.4","192.168.8.117","UDP","334","50020  >  57430 Len=292"
"1531","4.727448","66.22.238.4","192.168.8.117","UDP","348","50020  >  57430 Len=306"
"1532","4.728517","162.159.134.234","192.168.8.117","TLSv1.2","99","Application Data"
"1533","4.735976","192.168.8.117","66.22.238.13","UDP","1254","59318  >  50003 Len=1212"
"1534","4.736066","192.168.8.117","66.22.238.13","UDP","1254","59318  >  50003 Len=1212"
"1535","4.736093","192.168.8.117","66.22.238.13","UDP","1254","59318  >  50003 Len=1212"
"1536","4.736116","192.168.8.117","66.22.238.13","UDP","1254","59318  >  50003 Len=1212"
"1537","4.736134","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1538","4.740955","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1539","4.740998","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1540","4.741021","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1541","4.741057","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1542","4.741075","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1543","4.741413","192.168.8.117","162.159.137.234","TLSv1.2","115","Application Data"
"1544","4.744542","66.22.238.4","192.168.8.117","UDP","326","50020  >  57430 Len=284"
"1545","4.746133","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1546","4.746184","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1547","4.758418","66.22.238.4","192.168.8.117","UDP","312","50020  >  57430 Len=270"
"1548","4.767374","192.168.8.117","66.22.238.13","UDP","1179","59318  >  50003 Len=1137"
"1549","4.767486","192.168.8.117","66.22.238.13","UDP","1179","59318  >  50003 Len=1137"
"1550","4.767519","192.168.8.117","66.22.238.13","UDP","1179","59318  >  50003 Len=1137"
"1551","4.767540","192.168.8.117","66.22.238.13","UDP","1179","59318  >  50003 Len=1137"
"1552","4.767558","192.168.8.117","66.22.238.13","UDP","1179","59318  >  50003 Len=1137"
"1553","4.772489","192.168.8.117","66.22.238.13","UDP","1179","59318  >  50003 Len=1137"
"1554","4.772595","192.168.8.117","66.22.238.13","UDP","1179","59318  >  50003 Len=1137"
"1555","4.772615","192.168.8.117","66.22.238.13","UDP","1179","59318  >  50003 Len=1137"
"1556","4.772640","192.168.8.117","66.22.238.13","UDP","1179","59318  >  50003 Len=1137"
"1557","4.775525","66.22.238.4","192.168.8.117","UDP","316","50020  >  57430 Len=274"
"1558","4.778450","192.168.8.117","66.22.238.13","UDP","1179","59318  >  50003 Len=1137"
"1559","4.778574","192.168.8.117","66.22.238.13","UDP","1180","59318  >  50003 Len=1138"
"1560","4.778597","192.168.8.117","66.22.238.13","UDP","1180","59318  >  50003 Len=1138"
"1561","4.780797","66.22.238.13","192.168.8.117","UDP","126","50003  >  59318 Len=84"
"1562","4.782294","192.168.8.117","162.159.134.234","TCP","54","56760  >  443 [ACK] Seq=1 Ack=46 Win=512 Len=0"
"1563","4.796430","192.168.8.117","66.22.238.13","RTCP","102","Sender Report   "
"1564","4.800023","66.22.238.4","192.168.8.117","UDP","325","50020  >  57430 Len=283"
"1565","4.801703","192.168.8.117","66.22.238.13","UDP","1257","59318  >  50003 Len=1215"
"1566","4.801828","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"1567","4.801863","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"1568","4.801883","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"1569","4.801902","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"1570","4.806901","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"1571","4.806981","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"1572","4.807018","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"1573","4.807040","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"1574","4.812704","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"1575","4.812824","192.168.8.117","66.22.238.13","UDP","1258","59318  >  50003 Len=1216"
"1576","4.834967","192.168.8.117","66.22.238.13","UDP","1186","59318  >  50003 Len=1144"
"1577","4.835150","192.168.8.117","66.22.238.13","UDP","1186","59318  >  50003 Len=1144"
"1578","4.835183","192.168.8.117","66.22.238.13","UDP","1186","59318  >  50003 Len=1144"
"1579","4.835221","192.168.8.117","66.22.238.13","UDP","1186","59318  >  50003 Len=1144"
"1580","4.835260","192.168.8.117","66.22.238.13","UDP","1186","59318  >  50003 Len=1144"
"1581","4.835292","192.168.8.117","66.22.238.13","UDP","1186","59318  >  50003 Len=1144"
"1582","4.839822","192.168.8.117","66.22.238.13","UDP","1186","59318  >  50003 Len=1144"
"1583","4.839895","192.168.8.117","66.22.238.13","UDP","1186","59318  >  50003 Len=1144"
"1584","4.839915","192.168.8.117","66.22.238.13","UDP","1187","59318  >  50003 Len=1145"
"1585","4.839940","192.168.8.117","66.22.238.13","UDP","1187","59318  >  50003 Len=1145"
"1586","4.856890","192.168.8.117","66.22.238.13","RTCP","102","Sender Report   "
"1587","4.863275","66.22.238.4","192.168.8.117","UDP","318","50020  >  57430 Len=276"
"1588","4.867450","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1589","4.867697","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1590","4.867803","192.168.8.117","66.22.238.13","UDP","1191","59318  >  50003 Len=1149"
"1591","4.867854","192.168.8.117","66.22.238.13","UDP","1192","59318  >  50003 Len=1150"
"1592","4.867918","192.168.8.117","66.22.238.13","UDP","1192","59318  >  50003 Len=1150"
"1593","4.873095","192.168.8.117","66.22.238.13","UDP","1192","59318  >  50003 Len=1150"
"1594","4.873212","192.168.8.117","66.22.238.13","UDP","1192","59318  >  50003 Len=1150"
"1595","4.873257","192.168.8.117","66.22.238.13","UDP","1192","59318  >  50003 Len=1150"
"1596","4.873301","192.168.8.117","66.22.238.13","UDP","1192","59318  >  50003 Len=1150"
"1597","4.873325","192.168.8.117","66.22.238.13","UDP","1192","59318  >  50003 Len=1150"
"1598","4.878155","192.168.8.117","66.22.238.13","UDP","1192","59318  >  50003 Len=1150"
"1599","4.878220","66.22.238.4","192.168.8.117","UDP","319","50020  >  57430 Len=277"
"1600","4.878226","192.168.8.117","66.22.238.13","UDP","1192","59318  >  50003 Len=1150"
"1601","4.878261","192.168.8.117","66.22.238.13","UDP","1192","59318  >  50003 Len=1150"
"1602","4.878280","192.168.8.117","66.22.238.13","UDP","1192","59318  >  50003 Len=1150"
"1603","4.883371","162.159.137.234","192.168.8.117","TCP","54","443  >  49372 [ACK] Seq=1 Ack=62 Win=8 Len=0"
"1604","4.901192","192.168.8.117","66.22.238.13","UDP","1197","59318  >  50003 Len=1155"
"1605","4.901319","192.168.8.117","66.22.238.13","UDP","1197","59318  >  50003 Len=1155"
"1606","4.901347","192.168.8.117","66.22.238.13","UDP","1197","59318  >  50003 Len=1155"
"1607","4.901367","192.168.8.117","66.22.238.13","UDP","1197","59318  >  50003 Len=1155"
"1608","4.901386","192.168.8.117","66.22.238.13","UDP","1197","59318  >  50003 Len=1155"
"1609","4.902804","66.22.238.4","192.168.8.117","UDP","329","50020  >  57430 Len=287"
"1610","4.907156","192.168.8.117","66.22.238.13","UDP","1197","59318  >  50003 Len=1155"
"1611","4.907252","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"1612","4.907276","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"1613","4.907308","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"1614","4.907326","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"1615","4.913139","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"1616","4.913222","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"1617","4.913249","192.168.8.117","66.22.238.13","UDP","1198","59318  >  50003 Len=1156"
"1618","4.919968","66.22.238.4","192.168.8.117","UDP","316","50020  >  57430 Len=274"
"1619","4.919968","162.159.137.234","192.168.8.117","TLSv1.2","111","Application Data"
"1620","4.919968","66.22.238.13","192.168.8.117","UDP","126","50003  >  59318 Len=84"
"1621","4.930372","192.168.8.117","66.22.238.13","RTCP","118","Sender Report   "
"1622","4.936330","192.168.8.117","66.22.238.13","UDP","1201","59318  >  50003 Len=1159"
"1623","4.936452","192.168.8.117","66.22.238.13","UDP","1201","59318  >  50003 Len=1159"
"1624","4.936485","192.168.8.117","66.22.238.13","UDP","1201","59318  >  50003 Len=1159"
"1625","4.936506","192.168.8.117","66.22.238.13","UDP","1201","59318  >  50003 Len=1159"
"1626","4.936539","192.168.8.117","66.22.238.13","UDP","1201","59318  >  50003 Len=1159"
"1627","4.936576","192.168.8.117","66.22.238.13","UDP","1201","59318  >  50003 Len=1159"
"1628","4.941055","192.168.8.117","13.107.21.239","TLSv1.2","143","Application Data"
"1629","4.941126","192.168.8.117","13.107.21.239","TLSv1.2","100","Application Data"
"1630","4.941152","192.168.8.117","13.107.21.239","TCP","1394","49544  >  443 [ACK] Seq=136 Ack=1 Win=512 Len=1340 [TCP segment of a reassembled PDU]"
"1631","4.941152","192.168.8.117","13.107.21.239","TLSv1.2","113","Application Data"
"1632","4.942301","192.168.8.117","66.22.238.13","UDP","1201","59318  >  50003 Len=1159"
"1633","4.942399","192.168.8.117","66.22.238.13","UDP","1201","59318  >  50003 Len=1159"
"1634","4.942440","192.168.8.117","66.22.238.13","UDP","1201","59318  >  50003 Len=1159"
"1635","4.942459","192.168.8.117","66.22.238.13","UDP","1201","59318  >  50003 Len=1159"
"1636","4.942478","192.168.8.117","66.22.238.13","UDP","1202","59318  >  50003 Len=1160"
"1637","4.948811","66.22.238.4","192.168.8.117","UDP","317","50020  >  57430 Len=275"
"1638","4.967231","192.168.8.117","162.159.137.234","TCP","54","49372  >  443 [ACK] Seq=62 Ack=58 Win=507 Len=0"
"1639","4.969378","192.168.8.117","66.22.238.13","UDP","1244","59318  >  50003 Len=1202"
"1640","4.969478","192.168.8.117","66.22.238.13","UDP","1244","59318  >  50003 Len=1202"
"1641","4.969510","192.168.8.117","66.22.238.13","UDP","1245","59318  >  50003 Len=1203"
"1642","4.969530","192.168.8.117","66.22.238.13","UDP","1245","59318  >  50003 Len=1203"
"1643","4.969549","192.168.8.117","66.22.238.13","UDP","1245","59318  >  50003 Len=1203"
"1644","4.971167","66.22.238.4","192.168.8.117","UDP","334","50020  >  57430 Len=292"
"1645","4.974414","192.168.8.117","66.22.238.13","UDP","1245","59318  >  50003 Len=1203"
"1646","4.974549","192.168.8.117","66.22.238.13","UDP","1245","59318  >  50003 Len=1203"
"1647","4.974576","192.168.8.117","66.22.238.13","UDP","1245","59318  >  50003 Len=1203"
"1648","4.974595","192.168.8.117","66.22.238.13","UDP","1245","59318  >  50003 Len=1203"
"1649","4.993605","66.22.238.4","192.168.8.117","UDP","339","50020  >  57430 Len=297"
"1650","5.001876","192.168.8.117","66.22.238.13","UDP","1252","59318  >  50003 Len=1210"
"1651","5.001998","192.168.8.117","66.22.238.13","UDP","1252","59318  >  50003 Len=1210"
"1652","5.002022","192.168.8.117","66.22.238.13","UDP","1252","59318  >  50003 Len=1210"
"1653","5.002073","192.168.8.117","66.22.238.13","UDP","1252","59318  >  50003 Len=1210"
"1654","5.002093","192.168.8.117","66.22.238.13","UDP","1252","59318  >  50003 Len=1210"
"1655","5.002100","66.22.238.4","192.168.8.117","UDP","323","50020  >  57430 Len=281"
"1656","5.006852","192.168.8.117","66.22.238.13","UDP","1253","59318  >  50003 Len=1211"
"1657","5.006961","192.168.8.117","66.22.238.13","UDP","1253","59318  >  50003 Len=1211"
"1658","5.006996","192.168.8.117","66.22.238.13","RTCP","102","Sender Report   "
"1659","5.007027","192.168.8.117","66.22.238.13","UDP","1253","59318  >  50003 Len=1211"
"1660","5.007044","192.168.8.117","66.22.238.13","UDP","1253","59318  >  50003 Len=1211"
"1661","5.020662","66.22.238.4","192.168.8.117","UDP","313","50020  >  57430 Len=271"
"1662","5.020662","66.22.238.13","192.168.8.117","UDP","118","50003  >  59318 Len=76"
"1663","5.034920","192.168.8.117","66.22.238.13","UDP","1189","59318  >  50003 Len=1147"
"1664","5.035019","192.168.8.117","66.22.238.13","UDP","1189","59318  >  50003 Len=1147"
"1665","5.035056","192.168.8.117","66.22.238.13","UDP","1189","59318  >  50003 Len=1147"
"1666","5.035074","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"1667","5.035092","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"1668","5.040014","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"1669","5.040078","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"1670","5.040100","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"1671","5.040119","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"1672","5.045237","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"1673","5.045380","192.168.8.117","66.22.238.13","UDP","1190","59318  >  50003 Len=1148"
"1674","5.047113","66.22.238.4","192.168.8.117","UDP","315","50020  >  57430 Len=273"
"1675","5.061971","66.22.238.4","192.168.8.117","UDP","314","50020  >  57430 Len=272"
"1676","5.068278","192.168.8.117","66.22.238.13","UDP","1153","59318  >  50003 Len=1111"
"1677","5.068601","192.168.8.117","66.22.238.13","UDP","1153","59318  >  50003 Len=1111"
"1678","5.068747","192.168.8.117","66.22.238.13","UDP","1154","59318  >  50003 Len=1112"
"1679","5.068824","192.168.8.117","66.22.238.13","UDP","1154","59318  >  50003 Len=1112"
"1680","5.068926","192.168.8.117","66.22.238.13","UDP","1154","59318  >  50003 Len=1112"
"1681","5.069000","192.168.8.117","66.22.238.13","UDP","1154","59318  >  50003 Len=1112"
"1682","5.074001","192.168.8.117","66.22.238.13","UDP","1154","59318  >  50003 Len=1112"
"1683","5.074092","192.168.8.117","66.22.238.13","UDP","1154","59318  >  50003 Len=1112"
"1684","5.074116","192.168.8.117","66.22.238.13","UDP","1154","59318  >  50003 Len=1112"
"1685","5.074134","192.168.8.117","66.22.238.13","UDP","1154","59318  >  50003 Len=1112"
"1686","5.089071","66.22.238.4","192.168.8.117","UDP","308","50020  >  57430 Len=266"
"1687","5.089071","13.107.21.239","192.168.8.117","TCP","54","443  >  49544 [ACK] Seq=1 Ack=90 Win=16387 Len=0"
"1688","5.089071","13.107.21.239","192.168.8.117","TCP","54","443  >  49544 [ACK] Seq=1 Ack=136 Win=16387 Len=0"
"1689","5.089071","13.107.21.239","192.168.8.117","TLSv1.2","100","Application Data"
"1690","5.089071","13.107.21.239","192.168.8.117","TCP","54","443  >  49544 [ACK] Seq=47 Ack=1476 Win=16388 Len=0"
"1691","5.089071","13.107.21.239","192.168.8.117","TCP","54","443  >  49544 [ACK] Seq=47 Ack=1535 Win=16388 Len=0"
"1692","5.102133","192.168.8.117","66.22.238.13","UDP","1240","59318  >  50003 Len=1198"
"1693","5.102443","192.168.8.117","66.22.238.13","UDP","1240","59318  >  50003 Len=1198"
"1694","5.102486","192.168.8.117","66.22.238.13","UDP","1240","59318  >  50003 Len=1198"
"1695","5.102510","192.168.8.117","66.22.238.13","UDP","1240","59318  >  50003 Len=1198"
"1696","5.102530","192.168.8.117","66.22.238.13","UDP","1240","59318  >  50003 Len=1198"
"1697","5.104942","66.22.238.4","192.168.8.117","UDP","324","50020  >  57430 Len=282"
"1698","5.107950","192.168.8.117","66.22.238.13","UDP","1240","59318  >  50003 Len=1198"
"1699","5.108023","192.168.8.117","66.22.238.13","UDP","1240","59318  >  50003 Len=1198"
"1700","5.108058","192.168.8.117","66.22.238.13","UDP","1240","59318  >  50003 Len=1198"
"1701","5.108077","192.168.8.117","66.22.238.13","UDP","1241","59318  >  50003 Len=1199"
"1702","5.108095","192.168.8.117","66.22.238.13","UDP","1241","59318  >  50003 Len=1199"
"1703","5.113929","192.168.8.117","66.22.238.13","UDP","1241","59318  >  50003 Len=1199"
"1704","5.114038","192.168.8.117","66.22.238.13","UDP","1241","59318  >  50003 Len=1199"
"1705","5.118221","192.168.8.117","66.22.238.13","RTCP","102","Sender Report   "
"1706","5.122824","66.22.238.4","192.168.8.117","UDP","326","50020  >  57430 Len=284"
"1707","5.129424","13.107.21.239","192.168.8.117","TLSv1.2","391","Application Data"
"1708","5.129424","13.107.21.239","192.168.8.117","TLSv1.2","92","Application Data"
"1709","5.129462","192.168.8.117","13.107.21.239","TCP","54","49544  >  443 [ACK] Seq=1535 Ack=422 Win=511 Len=0"
"1710","5.130151","192.168.8.117","13.107.21.239","TLSv1.2","96","Application Data"
"1711","5.134937","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1712","5.135233","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1713","5.135305","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1714","5.135382","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1715","5.135428","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1716","5.140901","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1717","5.140994","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1718","5.141018","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1719","5.141038","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1720","5.141057","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"1721","5.143217","66.22.238.4","192.168.8.117","UDP","317","50020  >  57430 Len=275"
"1722","5.145861","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"1723","5.145920","192.168.8.117","66.22.238.13","UDP","1256","59318  >  50003 Len=1214"
"1724","5.149975","66.22.238.13","192.168.8.117","UDP","130","50003  >  59318 Len=88"
"1725","5.151504","LGInnote_a8:23:64","Broadcast","ARP","42","Who has 192.168.8.192? Tell 192.168.8.113"
"1726","5.157942","66.22.238.4","192.168.8.117","UDP","317","50020  >  57430 Len=275"
"1727","5.163879","66.22.238.4","192.168.8.117","UDP","321","50020  >  57430 Len=279"
"1728","5.169306","192.168.8.117","66.22.238.13","UDP","1154","59318  >  50003 Len=1112"
"1729","5.169439","192.168.8.117","66.22.238.13","UDP","1154","59318  >  50003 Len=1112"
"1730","5.169488","192.168.8.117","66.22.238.13","UDP","1154","59318  >  50003 Len=1112"
"1731","5.169509","192.168.8.117","66.22.238.13","UDP","1154","59318  >  50003 Len=1112"
"1732","5.169527","192.168.8.117","66.22.238.13","UDP","1154","59318  >  50003 Len=1112"
"1733","5.169554","192.168.8.117","66.22.238.13","UDP","1154","59318  >  50003 Len=1112"
"1734","5.175162","192.168.8.117","66.22.238.13","UDP","1155","59318  >  50003 Len=1113"
"1735","5.175271","192.168.8.117","66.22.238.13","UDP","1155","59318  >  50003 Len=1113"
"1736","5.175291","192.168.8.117","66.22.238.13","UDP","1155","59318  >  50003 Len=1113"
"1737","5.175310","192.168.8.117","66.22.238.13","UDP","1155","59318  >  50003 Len=1113"
"1738","5.175327","192.168.8.117","66.22.238.13","UDP","1155","59318  >  50003 Len=1113"
"1739","5.176026","66.22.238.4","192.168.8.117","UDP","321","50020  >  57430 Len=279"
"1740","5.200731","66.22.238.4","192.168.8.117","UDP","323","50020  >  57430 Len=281"
"1741","5.202638","192.168.8.117","66.22.238.13","UDP","1181","59318  >  50003 Len=1139"
"1742","5.202746","192.168.8.117","66.22.238.13","UDP","1181","59318  >  50003 Len=1139"
"1743","5.202799","192.168.8.117","66.22.238.13","UDP","1181","59318  >  50003 Len=1139"
"1744","5.202853","192.168.8.117","66.22.238.13","UDP","1181","59318  >  50003 Len=1139"
"1745","5.202872","192.168.8.117","66.22.238.13","UDP","1181","59318  >  50003 Len=1139"
"1746","5.207649","192.168.8.117","66.22.238.13","UDP","1181","59318  >  50003 Len=1139"
"1747","5.207690","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"1748","5.207709","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"1749","5.207730","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"1750","5.213637","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"1751","5.213735","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"1752","5.213759","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"1753","5.213791","192.168.8.117","66.22.238.13","UDP","1182","59318  >  50003 Len=1140"
"1754","5.213796","66.22.238.4","192.168.8.117","UDP","328","50020  >  57430 Len=286"
"1755","5.224525","13.107.21.239","192.168.8.117","TCP","54","443  >  49544 [ACK] Seq=422 Ack=1577 Win=16388 Len=0"
"1756","5.224525","66.22.238.13","192.168.8.117","UDP","118","50003  >  59318 Len=76"
"1757","5.232278","66.22.238.4","192.168.8.117","UDP","320","50020  >  57430 Len=278"
"1758","5.236446","192.168.8.117","66.22.238.13","UDP","1235","59318  >  50003 Len=1193"
"1759","5.236528","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"1760","5.236558","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"1761","5.236577","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"1762","5.236595","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"1763","5.241399","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"1764","5.241526","192.168.8.117","66.22.238.13","UDP","1236","59318  >  50003 Len=1194"
"1765","5.247215","66.22.238.4","192.168.8.117","UDP","325","50020  >  57430 Len=283"
"1766","5.254849","66.22.238.4","192.168.8.117","UDP","331","50020  >  57430 Len=289"
"1767","5.263916","192.168.8.117","66.22.238.13","RTCP","102","Sender Report   "
"1768","5.269024","192.168.8.117","66.22.238.13","UDP","1133","59318  >  50003 Len=1091"
"1769","5.269096","192.168.8.117","66.22.238.13","UDP","1134","59318  >  50003 Len=1092"
"1770","5.269117","192.168.8.117","66.22.238.13","UDP","1134","59318  >  50003 Len=1092"
"1771","5.269136","192.168.8.117","66.22.238.13","UDP","1134","59318  >  50003 Len=1092"
"1772","5.269160","192.168.8.117","66.22.238.13","UDP","1134","59318  >  50003 Len=1092"
"1773","5.274626","192.168.8.117","66.22.238.13","UDP","1134","59318  >  50003 Len=1092"
"1774","5.274758","192.168.8.117","66.22.238.13","UDP","1134","59318  >  50003 Len=1092"
"1775","5.276496","66.22.238.4","192.168.8.117","UDP","324","50020  >  57430 Len=282"
"1776","5.294618","66.22.238.4","192.168.8.117","UDP","315","50020  >  57430 Len=273"
"1777","5.301518","66.22.238.4","192.168.8.117","UDP","313","50020  >  57430 Len=271"
"1778","5.302638","192.168.8.117","66.22.238.13","UDP","1254","59318  >  50003 Len=1212"
"1779","5.302722","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1780","5.302749","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1781","5.302772","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1782","5.302791","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1783","5.303676","66.22.238.13","192.168.8.117","UDP","122","50003  >  59318 Len=80"
"1784","5.308624","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1785","5.308749","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1786","5.308775","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1787","5.308795","192.168.8.117","66.22.238.13","UDP","1255","59318  >  50003 Len=1213"
"1788","5.321882","66.22.238.4","192.168.8.117","UDP","323","50020  >  57430 Len=281"
"1789","5.324629","192.168.8.117","66.22.238.13","RTCP","102","Sender Report   "
"1790","5.334656","66.22.238.4","192.168.8.117","UDP","312","50020  >  57430 Len=270"
